state,county,NAME,Sex by Age_Estimate!!Total: (B01001_001E),Sex by Age_Estimate!!Total:!!Male: (B01001_002E)
55,081,"Monroe County, Wisconsin",46208,23692
55,083,"Oconto County, Wisconsin",39048,20030
55,085,"Oneida County, Wisconsin",37799,19161
55,087,"Outagamie County, Wisconsin",190611,95875
55,089,"Ozaukee County, Wisconsin",91745,45566
55,091,"Pepin County, Wisconsin",7363,3781
55,093,"Pierce County, Wisconsin",42187,20984
55,095,"Polk County, Wisconsin",45128,23028
55,097,"Portage County, Wisconsin",70281,35832
55,099,"Price County, Wisconsin",14066,7248
55,101,"Racine County, Wisconsin",197068,97957
55,103,"Richland County, Wisconsin",17256,8600
55,105,"Rock County, Wisconsin",163817,81542
55,107,"Rusk County, Wisconsin",14179,7221
55,109,"St. Croix County, Wisconsin",93752,47359
55,111,"Sauk County, Wisconsin",65664,32918
55,113,"Sawyer County, Wisconsin",18057,9371
55,115,"Shawano County, Wisconsin",40848,20589
55,117,"Sheboygan County, Wisconsin",117741,59860
55,119,"Taylor County, Wisconsin",19979,10203
55,121,"Trempealeau County, Wisconsin",30679,15606
55,123,"Vernon County, Wisconsin",30811,15666
55,125,"Vilas County, Wisconsin",23146,12045
55,127,"Walworth County, Wisconsin",105127,52922
55,129,"Washburn County, Wisconsin",16685,8400
55,131,"Washington County, Wisconsin",136842,68585
55,133,"Waukesha County, Wisconsin",407290,202216
55,135,"Waupaca County, Wisconsin",51822,26448
55,137,"Waushara County, Wisconsin",24672,13129
55,139,"Winnebago County, Wisconsin",171197,87117
55,141,"Wood County, Wisconsin",74138,36742
56,001,"Albany County, Wyoming",37525,19594
56,003,"Big Horn County, Wyoming",11690,6006
56,005,"Campbell County, Wyoming",46857,24226
56,007,"Carbon County, Wyoming",14609,7857
56,009,"Converse County, Wyoming",13729,7066
56,011,"Crook County, Wyoming",7258,3634
56,013,"Fremont County, Wyoming",39402,19959
56,015,"Goshen County, Wyoming",12592,6594
56,017,"Hot Springs County, Wyoming",4616,2317
56,019,"Johnson County, Wyoming",8536,4406
56,021,"Laramie County, Wyoming",100316,51152
56,023,"Lincoln County, Wyoming",19794,10134
56,025,"Natrona County, Wyoming",79506,40147
56,027,"Niobrara County, Wyoming",2460,1056
56,029,"Park County, Wyoming",29878,14832
56,031,"Platte County, Wyoming",8618,4406
56,033,"Sheridan County, Wyoming",31176,15564
56,035,"Sublette County, Wyoming",8801,4769
56,037,"Sweetwater County, Wyoming",42079,21793
56,039,"Teton County, Wyoming",23346,12114
56,041,"Uinta County, Wyoming",20546,10446
56,043,"Washakie County, Wyoming",7725,4045
56,045,"Weston County, Wyoming",6870,3718
72,001,"Adjuntas Municipio, Puerto Rico",17972,8771
72,003,"Aguada Municipio, Puerto Rico",37998,18528
72,005,"Aguadilla Municipio, Puerto Rico",54752,26561
72,007,"Aguas Buenas Municipio, Puerto Rico",24136,11650
72,009,"Aibonito Municipio, Puerto Rico",24555,11721
72,011,"Añasco Municipio, Puerto Rico",25497,12290
72,013,"Arecibo Municipio, Puerto Rico",87217,41535
72,015,"Arroyo Municipio, Puerto Rico",15797,7286
72,017,"Barceloneta Municipio, Puerto Rico",22604,10661
72,019,"Barranquitas Municipio, Puerto Rico",28899,14172
72,021,"Bayamón Municipio, Puerto Rico",184326,86344
72,023,"Cabo Rojo Municipio, Puerto Rico",46983,22203
72,025,"Caguas Municipio, Puerto Rico",126772,58659
72,027,"Camuy Municipio, Puerto Rico",32733,15525
72,029,"Canóvanas Municipio, Puerto Rico",42218,20223
72,031,"Carolina Municipio, Puerto Rico",154126,70159
72,033,"Cataño Municipio, Puerto Rico",23060,10835
72,035,"Cayey Municipio, Puerto Rico",41509,19849
72,037,"Ceiba Municipio, Puerto Rico",11256,5336
72,039,"Ciales Municipio, Puerto Rico",16924,8182
72,041,"Cidra Municipio, Puerto Rico",39831,19204
72,043,"Coamo Municipio, Puerto Rico",34557,16740
72,045,"Comerío Municipio, Puerto Rico",18817,9387
72,047,"Corozal Municipio, Puerto Rico",34459,16609
72,049,"Culebra Municipio, Puerto Rico",1186,657
72,051,"Dorado Municipio, Puerto Rico",35786,17336
72,053,"Fajardo Municipio, Puerto Rico",31984,14869
72,054,"Florida Municipio, Puerto Rico",11641,5440
72,055,"Guánica Municipio, Puerto Rico",13682,6745
72,057,"Guayama Municipio, Puerto Rico",36365,18036
72,059,"Guayanilla Municipio, Puerto Rico",17670,8345
72,061,"Guaynabo Municipio, Puerto Rico",89554,42015
72,063,"Gurabo Municipio, Puerto Rico",40517,19038
72,065,"Hatillo Municipio, Puerto Rico",38330,18284
72,067,"Hormigueros Municipio, Puerto Rico",15571,7199
72,069,"Humacao Municipio, Puerto Rico",50729,23923
72,071,"Isabela Municipio, Puerto Rico",42817,20828
72,073,"Jayuya Municipio, Puerto Rico",14726,7200
72,075,"Juana Díaz Municipio, Puerto Rico",46333,21969
72,077,"Juncos Municipio, Puerto Rico",36928,17508
72,079,"Lajas Municipio, Puerto Rico",23202,11226
72,081,"Lares Municipio, Puerto Rico",27990,13803
72,083,"Las Marías Municipio, Puerto Rico",8826,4369
72,085,"Las Piedras Municipio, Puerto Rico",35099,16780
72,087,"Loíza Municipio, Puerto Rico",23580,10956
72,089,"Luquillo Municipio, Puerto Rico",17716,8285
72,091,"Manatí Municipio, Puerto Rico",39310,18355
72,093,"Maricao Municipio, Puerto Rico",5354,2573
72,095,"Maunabo Municipio, Puerto Rico",10563,5204
72,097,"Mayagüez Municipio, Puerto Rico",72721,34773
72,099,"Moca Municipio, Puerto Rico",37363,18235
72,101,"Morovis Municipio, Puerto Rico",28659,14190
72,103,"Naguabo Municipio, Puerto Rico",23340,10947
72,105,"Naranjito Municipio, Puerto Rico",29153,14714
72,107,"Orocovis Municipio, Puerto Rico",21378,10669
72,109,"Patillas Municipio, Puerto Rico",15927,7633
72,111,"Peñuelas Municipio, Puerto Rico",20298,9811
72,113,"Ponce Municipio, Puerto Rico",136542,65105
72,115,"Quebradillas Municipio, Puerto Rico",23540,11416
72,117,"Rincón Municipio, Puerto Rico",15164,7052
72,119,"Río Grande Municipio, Puerto Rico",46838,22429
72,121,"Sabana Grande Municipio, Puerto Rico",22639,10557
72,123,"Salinas Municipio, Puerto Rico",25688,12387
72,125,"San Germán Municipio, Puerto Rico",31680,15405
72,127,"San Juan Municipio, Puerto Rico",340903,155775
72,129,"San Lorenzo Municipio, Puerto Rico",37552,18251
72,131,"San Sebastián Municipio, Puerto Rico",39183,19051
72,133,"Santa Isabel Municipio, Puerto Rico",20207,9702
72,135,"Toa Alta Municipio, Puerto Rico",66699,31901
72,137,"Toa Baja Municipio, Puerto Rico",74854,34740
72,139,"Trujillo Alto Municipio, Puerto Rico",67497,31572
72,141,"Utuado Municipio, Puerto Rico",28155,13590
72,143,"Vega Alta Municipio, Puerto Rico",35279,16928
72,145,"Vega Baja Municipio, Puerto Rico",54182,25849
72,147,"Vieques Municipio, Puerto Rico",8199,4179
72,149,"Villalba Municipio, Puerto Rico",21984,10634
72,151,"Yabucoa Municipio, Puerto Rico",30313,14624
72,153,"Yauco Municipio, Puerto Rico",33988,16176
